ListingNumber,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,LoanOriginalAmount,LoanOriginationDate
441258,36,Completed,0.33038,0.3065,0.2965,8,Debt Consolidation,OH,Chemist,Full-time,0,1,22,22,0,0.0,10000.0,9500,2010
467231,36,Completed,0.16005,0.1385,0.1285,8,Auto,NE,Laborer,Part-time,0,1,1,1,0,0.0,4500.0,2000,2010
780652,60,Current,0.16499,0.1419,0.1319,7,Home Improvement,MI,Other,Employed,0,1,7,7,0,0.0,18000.0,10000,2013
426920,36,Completed,0.36665,0.3395,0.3295,9,Other,WA,Other,Retired,0,1,17,16,1,0.0,2000.0,1500,2009
562388,36,Current,0.33973,0.2999,0.2899,1,Wedding Loans,VA,Sales - Retail,Employed,626,1,35,35,0,0.0,1800.0,3000,2012
594625,60,Current,0.20705,0.183,0.173,7,Debt Consolidation,GA,Social Worker,Employed,0,2,34,34,0,0.0,10000.0,8000,2012
866518,60,Current,0.14453,0.1219,0.1119,9,Business,TX,Analyst,Self-employed,0,1,35,34,1,0.0,4000.0,5000,2013
459679,36,Completed,0.28574,0.2625,0.2525,7,Other,WA,Tradesman - Carpenter,Full-time,0,1,26,26,0,0.0,3000.0,4000,2010
534640,12,Completed,0.15077,0.0929,0.0829,8,Business,CA,Executive,Employed,0,1,2,1,1,0.0,3365.0,2854,2011
1089807,36,Current,0.16732,0.1314,0.1214,10,Debt Consolidation,CA,Executive,Employed,0,1,13,13,0,0.0,5500.0,25000,2013
535900,36,Current,0.1322,0.111,0.101,8,Debt Consolidation,GA,Attorney,Full-time,0,1,15,15,0,0.0,3000.0,2000,2011
1219271,60,Current,0.15817,0.135,0.125,10,Other,GA,Professional,Employed,0,1,6,6,0,0.0,2000.0,8500,2014
999556,60,Current,0.18965,0.166,0.156,7,Debt Consolidation,TX,Professional,Employed,0,1,19,19,0,0.0,13000.0,8000,2013
781065,36,FinalPaymentInProgress,0.27285,0.2346,0.2246,2,Vacation,CA,Other,Employed,0,1,8,8,0,0.0,4000.0,4000,2013
467646,36,Completed,0.36387,0.3395,0.3295,6,Debt Consolidation,MO,Clerical,Full-time,0,3,77,57,20,0.0,13300.0,5700,2010
970570,36,Current,0.12691,0.099,0.089,9,Debt Consolidation,DE,Construction,Self-employed,0,1,35,35,0,0.0,2600.0,10000,2013
1199991,36,Current,0.21687,0.1795,0.1695,6,Medical/Dental,NV,Realtor,Self-employed,0,3,58,56,2,0.0,12000.0,15000,2014
509123,60,Past Due (1-15 days),0.29371,0.2699,0.2599,5,Debt Consolidation,GA,Analyst,Employed,0,1,20,20,0,0.0,6000.0,15000,2011
816824,60,Current,0.20593,0.1819,0.1719,5,Home Improvement,CT,Sales - Commission,Self-employed,1918,2,18,18,0,0.0,9000.0,10000,2013
443710,36,Completed,0.33393,0.31,0.3,5,Other,IN,Retail Management,Full-time,134,1,36,36,0,0.0,1000.0,2000,2010
578598,60,Completed,0.20705,0.183,0.173,6,Debt Consolidation,FL,Other,Employed,0,1,10,10,0,0.0,8000.0,11300,2012
529848,36,Chargedoff,0.27467,0.2399,0.2299,4,Debt Consolidation,IL,Professional,Employed,60,1,6,5,1,0.0,5000.0,2500,2011
452658,36,Completed,0.36336,0.339,0.329,1,Business,FL,Accountant/CPA,Self-employed,297,1,2,2,0,0.0,1500.0,2000,2010
591800,12,Completed,0.20784,0.1304,0.1204,5,Other,AL,Other,Employed,0,1,9,9,0,0.0,2000.0,3000,2012
541959,36,Completed,0.34731,0.3073,0.2973,1,Other,WV,Other,Self-employed,41020,1,6,6,0,0.0,8500.0,7500,2011
1021117,60,Current,0.12113,0.099,0.089,10,Debt Consolidation,NM,Pharmacist,Employed,0,1,6,6,0,0.0,20000.0,16000,2013
1092324,36,Current,0.14714,0.1189,0.1089,8,Debt Consolidation,VA,Executive,Employed,0,2,19,19,0,0.0,23500.0,8000,2013
585797,60,Current,0.24702,0.222,0.212,4,Home Improvement,TX,Executive,Employed,0,1,9,9,0,0.0,7500.0,10000,2012
441714,36,Chargedoff,0.37453,0.35,0.34,1,Other,VA,Military Enlisted,Full-time,1333,1,36,34,2,0.0,2000.0,1800,2010
579499,36,Completed,0.18316,0.1469,0.1369,7,Debt Consolidation,CA,Skilled Labor,Employed,0,1,14,14,0,0.0,15000.0,8500,2012
439575,36,Completed,0.35689,0.3299,0.3199,6,Business,GA,Tradesman - Electrician,Full-time,0,2,39,39,0,0.0,6600.0,1500,2009
612925,60,Current,0.15936,0.1364,0.1264,9,Debt Consolidation,IL,Analyst,Employed,0,2,30,30,0,0.0,13000.0,2000,2012
758690,36,Current,0.2878,0.2492,0.2392,8,Debt Consolidation,CA,Nurse (RN),Employed,0,2,14,14,0,0.0,6000.0,13000,2013
881898,60,Current,0.20081,0.1769,0.1669,6,Medical/Dental,PA,Professional,Employed,0,1,6,6,0,0.0,25000.0,7500,2013
700065,60,Completed,0.21822,0.1939,0.1839,5,Large Purchases,TN,Laborer,Employed,0,2,4,4,0,0.0,11900.0,6500,2013
1149527,60,Current,0.16662,0.1435,0.1335,7,Debt Consolidation,OH,Professional,Employed,0,1,23,23,0,0.0,20000.0,18268,2014
707431,36,Current,0.15833,0.1299,0.1199,8,Debt Consolidation,MO,Other,Other,0,1,7,7,0,0.0,2000.0,5000,2013
444469,36,Completed,0.37453,0.35,0.34,5,Home Improvement,VA,Executive,Full-time,0,1,18,18,0,0.0,2500.0,2500,2010
563880,36,Current,0.33973,0.2999,0.2899,1,Auto,NY,Skilled Labor,Employed,0,1,7,7,0,0.0,3000.0,4000,2012
723283,36,Current,0.12528,0.0974,0.0874,9,Auto,NV,Professional,Full-time,5854,2,42,38,4,0.0,16000.0,15000,2013
786094,36,Completed,0.27285,0.2346,0.2246,4,Debt Consolidation,CA,Fireman,Employed,0,2,21,21,0,0.0,8000.0,3000,2013
523891,36,Completed,0.34621,0.3099,0.2999,6,Home Improvement,NC,Teacher,Employed,0,2,44,42,2,0.0,10000.0,4000,2011
537930,36,Current,0.18751,0.1656,0.1556,7,Debt Consolidation,NY,Other,Employed,0,1,6,6,0,0.0,3500.0,12000,2011
461804,36,Completed,0.37453,0.35,0.34,5,Other,MO,Scientist,Full-time,0,1,20,20,0,0.0,3000.0,4000,2010
856616,36,Current,0.25371,0.2159,0.2059,9,Home Improvement,IL,Computer Programmer,Employed,898,1,13,13,0,0.0,11000.0,6500,2013
998145,36,Current,0.13799,0.1099,0.0999,11,Debt Consolidation,CA,Analyst,Employed,0,3,29,29,0,0.0,10000.0,8000,2013
818316,60,Current,0.11695,0.0949,0.0849,10,Debt Consolidation,AL,Other,Employed,0,1,3,3,0,0.0,6000.0,6500,2013
625767,36,Completed,0.17754,0.1414,0.1314,6,Wedding Loans,CA,Computer Programmer,Employed,0,2,27,27,0,0.0,17700.0,12880,2012
745148,60,Current,0.23462,0.2099,0.1999,10,Home Improvement,MA,Professional,Full-time,0,5,111,111,0,0.0,31101.0,15000,2013
1033903,60,Current,0.14147,0.1189,0.1089,10,Debt Consolidation,WA,Skilled Labor,Employed,0,3,61,61,0,0.0,5200.0,10000,2013
939195,60,Current,0.22908,0.2045,0.1945,7,Home Improvement,OK,Professional,Employed,0,1,15,15,0,0.0,15000.0,5000,2013
829597,60,Current,0.33698,0.3096,0.2996,3,Debt Consolidation,NY,Skilled Labor,Employed,0,2,10,10,0,0.0,7500.0,4000,2013
881420,60,Current,0.21566,0.1914,0.1814,6,Home Improvement,CA,Sales - Retail,Full-time,0,3,61,58,2,1.0,19000.0,15000,2013
883279,36,Current,0.15833,0.1299,0.1199,6,Home Improvement,CA,Accountant/CPA,Full-time,0,1,13,13,0,0.0,11500.0,15000,2013
566776,36,Completed,0.17754,0.1414,0.1314,6,Auto,WI,Laborer,Employed,0,1,5,5,0,0.0,3000.0,4000,2012
1155727,36,Current,0.11548,0.0874,0.0774,10,Debt Consolidation,AR,Sales - Retail,Employed,0,2,31,31,0,0.0,11000.0,3500,2014
473294,36,Completed,0.36676,0.33,0.32,3,Debt Consolidation,GA,Professional,Employed,0,1,36,35,1,0.0,4500.0,3000,2010
606508,36,Completed,0.22742,0.1902,0.1802,5,Taxes,MT,Clerical,Full-time,0,2,50,50,0,0.0,19000.0,2500,2012
878278,36,Current,0.20053,0.1639,0.1539,6,Other,MO,Analyst,Employed,0,3,77,77,0,0.0,17000.0,8000,2013
835929,36,Past Due (16-30 days),0.35356,0.3134,0.3034,3,Debt Consolidation,OH,Teacher,Employed,0,2,23,17,6,0.0,22500.0,4000,2013
528207,12,Completed,0.15077,0.0929,0.0829,8,Other,FL,Professor,Full-time,0,1,35,33,2,0.0,3000.0,2000,2011
522030,36,Completed,0.27467,0.2399,0.2299,4,Debt Consolidation,FL,Professional,Self-employed,0,2,55,55,0,0.0,8500.0,10000,2011
839821,36,Current,0.15833,0.1299,0.1199,8,Auto,CT,Sales - Commission,Employed,0,1,11,11,0,0.0,2000.0,6000,2013
822100,60,Current,0.3304,0.3032,0.2932,3,Household Expenses,MD,Postal Service,Employed,850,1,11,11,0,0.0,4000.0,4000,2013
518150,60,Defaulted,0.24252,0.2199,0.2099,6,Debt Consolidation,NJ,Principal,Employed,0,1,7,7,0,0.0,7500.0,15000,2011
424076,36,Completed,0.37453,0.35,0.34,6,Debt Consolidation,CA,Computer Programmer,Full-time,0,1,28,28,0,0.0,3000.0,5000,2009
695197,60,Current,0.19313,0.1694,0.1594,7,Home Improvement,AZ,Police Officer/Correction Officer,Employed,59692,1,4,4,0,0.0,6000.0,6000,2013
763931,60,Current,0.17522,0.1519,0.1419,8,Debt Consolidation,TN,Professional,Employed,0,1,15,15,0,0.0,15000.0,25000,2013
606655,60,Current,0.24702,0.222,0.212,4,Home Improvement,MD,Analyst,Employed,0,3,59,59,0,0.0,17500.0,10000,2012
574870,36,Current,0.06587,0.0625,0.0525,10,Business,NY,Computer Programmer,Employed,0,1,30,30,0,0.0,4000.0,7000,2012
996569,36,Current,0.13799,0.1099,0.0999,6,Business,MO,Sales - Retail,Self-employed,0,1,26,26,0,0.0,5383.74,10000,2013
442676,36,Completed,0.10373,0.082,0.072,10,Auto,GA,Other,Part-time,0,1,28,28,0,0.0,3001.0,1600,2010
533709,36,Defaulted,0.34731,0.3073,0.2973,2,Business,PA,Other,Employed,0,1,9,9,0,0.0,7500.0,5500,2011
518005,36,Completed,0.27467,0.2399,0.2299,1,Debt Consolidation,IL,Computer Programmer,Self-employed,0,1,35,34,1,0.0,10000.0,15000,2011
477821,36,Completed,0.08191,0.0785,0.0685,10,Home Improvement,GA,Computer Programmer,Employed,0,2,14,14,0,0.0,6100.0,15000,2010
532253,36,Completed,0.1322,0.111,0.101,8,Home Improvement,VA,Analyst,Employed,0,1,11,11,0,0.0,5000.0,24500,2011
743358,36,Completed,0.13697,0.1089,0.0989,8,Debt Consolidation,CT,Computer Programmer,Employed,0,1,14,14,0,0.0,9000.0,10000,2013
711184,36,Current,0.20462,0.1679,0.1579,5,Home Improvement,MT,Attorney,Self-employed,0,1,8,8,0,0.0,4000.0,6000,2013
556102,36,Current,0.17359,0.1449,0.1349,7,Debt Consolidation,CO,Executive,Full-time,0,1,26,25,1,0.0,5000.0,5000,2012
491103,60,Completed,0.22207,0.1999,0.1899,8,Business,MO,Construction,Employed,0,4,52,48,4,0.0,20400.0,15000,2011
1014204,60,Current,0.18965,0.166,0.156,7,Auto,MO,Other,Employed,0,1,13,13,0,0.0,2000.0,4100,2013
1234914,60,Current,0.18426,0.1605,0.1505,10,Debt Consolidation,MI,Civil Service,Full-time,736,4,110,110,0,0.0,13400.0,17000,2014
823504,60,Current,0.14453,0.1219,0.1119,8,Debt Consolidation,PA,Other,Employed,0,1,7,6,1,0.0,9000.0,13000,2013
1068141,36,Current,0.19501,0.1585,0.1485,8,Business,MO,Other,Employed,0,1,36,35,1,0.0,7500.0,4000,2013
462120,36,Completed,0.37453,0.35,0.34,5,Debt Consolidation,MD,Other,Full-time,0,1,19,19,0,0.0,6700.0,6300,2010
631954,60,Completed,0.2893,0.2632,0.2532,2,Debt Consolidation,GA,Police Officer/Correction Officer,Employed,0,1,6,6,0,0.0,4000.0,3800,2012
609212,36,Current,0.12427,0.0964,0.0864,8,Debt Consolidation,VA,Professional,Employed,0,1,10,10,0,0.0,3500.0,18000,2012
471217,36,Chargedoff,0.38723,0.35,0.34,5,Home Improvement,NY,Teacher,Full-time,0,1,26,26,0,0.0,4000.0,4000,2010
843856,36,Past Due (91-120 days),0.2878,0.2492,0.2392,7,Debt Consolidation,IN,Retail Management,Employed,0,2,32,32,0,0.0,7000.0,4000,2013
841928,36,Current,0.3179,0.2786,0.2686,2,Debt Consolidation,OH,Professional,Employed,0,3,62,61,1,0.0,14000.0,4000,2013
507379,36,Current,0.34621,0.3099,0.2999,1,Not Available,CA,Social Worker,Part-time,65,3,47,47,0,0.0,13000.0,2500,2011
1214378,60,Current,0.24369,0.2185,0.2085,6,Debt Consolidation,TN,Administrative Assistant,Employed,0,1,11,11,0,0.0,8000.0,10000,2014
619459,36,Current,0.21434,0.1774,0.1674,5,Medical/Dental,OK,Other,Employed,0,3,58,58,0,0.0,20700.0,5500,2012
664292,36,Current,0.21434,0.1774,0.1674,4,Debt Consolidation,HI,Professional,Employed,0,1,3,3,0,0.0,2600.0,6500,2012
581700,60,Current,0.24702,0.222,0.212,3,Business,CA,Other,Not employed,0,1,6,6,0,0.0,6000.0,12000,2012
1023733,36,Current,0.22108,0.184,0.174,4,Debt Consolidation,CA,Executive,Employed,0,1,14,14,0,0.0,25000.0,18456,2013
747139,60,Current,0.17522,0.1519,0.1419,7,Debt Consolidation,MO,Civil Service,Employed,0,1,13,13,0,0.0,2000.0,15000,2013
1127456,36,Current,0.14714,0.1189,0.1089,10,Debt Consolidation,GA,Attorney,Employed,0,4,67,64,3,0.0,42000.0,3000,2014
419801,36,Completed,0.39153,0.35,0.34,5,Business,TN,Food Service Management,Full-time,515,1,11,11,0,0.0,2000.0,1000,2009
507894,36,Current,0.27467,0.2399,0.2299,5,Auto,CA,Postal Service,Full-time,5984,1,35,34,1,0.0,6000.0,3000,2011
548008,36,Completed,0.18478,0.1559,0.1459,7,Debt Consolidation,TN,Scientist,Employed,0,1,16,16,0,0.0,1400.0,2700,2012
777394,36,Chargedoff,0.35356,0.3134,0.3034,5,Business,SC,Medical Technician,Employed,0,1,16,16,0,0.0,15000.0,2000,2013
879992,36,Current,0.20462,0.1679,0.1579,4,Debt Consolidation,MN,Professional,Employed,0,1,11,11,0,0.0,4000.0,10000,2013
600124,36,Completed,0.12427,0.0964,0.0864,9,Debt Consolidation,TX,Other,Employed,0,4,39,39,0,0.0,43600.0,11250,2012
533665,36,Completed,0.1322,0.111,0.101,9,Debt Consolidation,CA,Professional,Employed,0,2,37,37,0,0.0,11200.0,5200,2011
1156499,36,Current,0.16324,0.1274,0.1174,9,Medical/Dental,FL,Professional,Employed,0,1,11,11,0,0.0,3000.0,3000,2014
1044243,60,Current,0.20347,0.1795,0.1695,4,Business,AZ,Computer Programmer,Employed,0,1,17,17,0,0.0,3500.0,8000,2013
416970,36,Completed,0.04583,0.0425,0.0325,10,Business,NY,Military Enlisted,Full-time,0,1,17,17,0,0.0,1000.0,1000,2010
1192663,36,Current,0.06726,0.0605,0.0505,11,Household Expenses,MD,Analyst,Employed,0,2,42,42,0,0.0,4027.0,10000,2014
564760,36,Current,0.11766,0.0899,0.0799,8,Home Improvement,OH,Engineer - Mechanical,Full-time,0,3,78,78,0,0.0,28500.0,11500,2012
1002106,60,Current,0.18555,0.162,0.152,8,Household Expenses,NY,Other,Employed,0,3,69,69,0,0.0,3000.0,4000,2013
513657,36,Chargedoff,0.22362,0.1899,0.1799,7,Home Improvement,TX,Accountant/CPA,Employed,1091,2,47,45,2,0.0,10250.0,9500,2011
1103524,36,Current,0.22966,0.192,0.182,4,Debt Consolidation,CT,Tradesman - Electrician,Employed,0,1,9,9,0,0.0,3000.0,4000,2014
484639,36,Chargedoff,0.15549,0.134,0.124,8,Other,IN,Professional,Full-time,0,2,28,28,0,0.0,9500.0,5000,2010
484970,36,Completed,0.12663,0.1055,0.0955,9,Auto,AL,Skilled Labor,Full-time,0,1,34,30,4,0.0,15000.0,8000,2010
534171,36,Completed,0.29254,0.2574,0.2474,2,Debt Consolidation,NC,Medical Technician,Full-time,6198,1,5,5,0,0.0,7800.0,6000,2011
550385,60,Current,0.30008,0.2737,0.2637,5,Debt Consolidation,NY,Executive,Full-time,0,1,9,9,0,0.0,7500.0,10000,2012
459351,36,Completed,0.22135,0.199,0.189,10,Debt Consolidation,CA,Other,Full-time,0,1,20,20,0,0.0,5000.0,3500,2010
584938,60,Chargedoff,0.28704,0.261,0.251,4,Debt Consolidation,FL,Clerical,Employed,51,1,9,9,0,0.0,3500.0,5000,2012
1009272,36,Current,0.10038,0.0869,0.0769,9,Debt Consolidation,SC,Professional,Self-employed,0,1,6,6,0,0.0,4000.0,4000,2013
1054235,36,Current,0.13189,0.1039,0.0939,11,Home Improvement,CO,Computer Programmer,Employed,0,1,12,12,0,0.0,14100.0,20000,2013
875735,36,Current,0.3179,0.2786,0.2686,2,Engagement Ring,WI,Retail Management,Employed,0,1,27,27,0,0.0,2000.0,2000,2013
624532,60,Completed,0.15936,0.1364,0.1264,8,Debt Consolidation,TN,Laborer,Employed,0,1,1,1,0,0.0,8000.0,3900,2012
602047,60,Current,0.20705,0.183,0.173,7,Debt Consolidation,MD,Other,Full-time,0,2,38,38,0,0.0,10000.0,15000,2012
615555,60,Chargedoff,0.30111,0.2747,0.2647,3,Business,MI,Food Service,Employed,0,1,31,31,0,0.0,1000.0,13000,2012
542187,36,Completed,0.2924,0.2537,0.2437,2,Debt Consolidation,MI,Police Officer/Correction Officer,Employed,0,1,36,28,8,0.0,1000.0,7000,2011
852342,60,Current,0.22283,0.1984,0.1884,5,Debt Consolidation,NC,Civil Service,Employed,75,1,8,8,0,0.0,4000.0,25000,2013
691440,60,Current,0.26528,0.2398,0.2298,7,Debt Consolidation,MI,Professional,Employed,247,1,1,1,0,0.0,3000.0,5500,2013
1027078,36,Current,0.16324,0.1274,0.1174,7,Debt Consolidation,FL,Other,Employed,50,1,10,10,0,0.0,4000.0,10000,2013
517539,60,Current,0.14657,0.1329,0.1229,8,Home Improvement,RI,Computer Programmer,Employed,0,1,16,16,0,0.0,12500.0,15000,2011
911082,60,Current,0.13227,0.1099,0.0999,11,Business,CA,Professional,Employed,0,1,13,12,1,0.0,25000.0,14326,2013
769264,60,Current,0.29341,0.2672,0.2572,2,Household Expenses,NJ,Administrative Assistant,Employed,0,1,9,9,0,0.0,4000.0,6000,2013
968697,36,Current,0.1709,0.1349,0.1249,11,Taxes,WA,Accountant/CPA,Self-employed,0,4,73,70,3,0.0,28000.0,4000,2013
731467,60,Chargedoff,0.3304,0.3032,0.2932,2,Debt Consolidation,MI,Professional,Employed,0,1,8,8,0,0.0,3000.0,3500,2013
416903,36,Completed,0.09069,0.07,0.06,10,Other,WA,Attorney,Full-time,0,1,4,4,0,0.0,2500.0,5000,2009
617349,60,Current,0.15936,0.1364,0.1264,8,Debt Consolidation,AL,Social Worker,Full-time,0,1,32,32,0,0.0,1000.0,4000,2012
997220,60,Current,0.17839,0.155,0.145,10,Business,PA,Sales - Commission,Employed,0,1,11,11,0,0.0,15000.0,21721,2013
528991,36,Current,0.18751,0.1656,0.1556,5,Debt Consolidation,CA,Other,Employed,0,1,15,15,0,0.0,6000.0,10000,2011
534365,36,Completed,0.29254,0.2574,0.2474,4,Debt Consolidation,SD,Analyst,Employed,0,1,17,17,0,0.0,2000.0,3000,2011
709957,36,Current,0.14857,0.1203,0.1103,9,Business,WA,Retail Management,Employed,15205,2,32,32,0,0.0,6750.0,2000,2013
740263,60,Current,0.26877,0.2432,0.2332,6,Baby&Adoption,MI,Administrative Assistant,Employed,0,3,30,30,0,0.0,9250.0,4000,2013
677292,36,Current,0.12528,0.0974,0.0874,8,Auto,PA,Truck Driver,Employed,0,1,8,8,0,0.0,2000.0,5000,2012
928230,36,Current,0.19501,0.1585,0.1485,10,Home Improvement,DC,Attorney,Employed,0,2,57,54,3,0.0,14000.0,7500,2013
498578,12,Completed,0.1305,0.0729,0.0629,9,Business,FL,Pilot - Private/Commercial,Full-time,0,1,12,12,0,0.0,1000.0,2000,2011
533841,36,Current,0.18751,0.1656,0.1556,7,Debt Consolidation,AL,Skilled Labor,Full-time,0,1,23,23,0,0.0,7000.0,15000,2011
709034,12,Completed,0.11731,0.0801,0.0701,8,Debt Consolidation,VA,Teacher,Employed,0,1,6,6,0,0.0,9000.0,3000,2013
842450,60,Current,0.17522,0.1519,0.1419,7,Debt Consolidation,VA,Other,Employed,0,2,21,21,0,0.0,12500.0,8000,2013
583998,60,Chargedoff,0.24702,0.222,0.212,4,Home Improvement,NC,Food Service,Self-employed,0,1,35,35,0,0.0,5000.0,9000,2012
707876,36,Current,0.15324,0.1249,0.1149,7,Auto,CA,Professional,Employed,0,1,3,3,0,0.0,6000.0,9000,2013
533888,36,Current,0.1322,0.111,0.101,8,Home Improvement,CA,Computer Programmer,Employed,0,2,64,64,0,0.0,12450.0,8000,2011
852741,36,Past Due (1-15 days),0.31032,0.2712,0.2612,2,Debt Consolidation,FL,Administrative Assistant,Employed,671,1,14,14,0,0.0,4000.0,4000,2013
492509,36,Completed,0.35643,0.3199,0.3099,4,Debt Consolidation,MO,Professional,Full-time,0,1,10,10,0,0.0,12000.0,4000,2011
751246,60,Chargedoff,0.14453,0.1219,0.1119,9,Debt Consolidation,WA,Accountant/CPA,Full-time,0,3,89,89,0,0.0,22500.0,15000,2013
1030335,60,Current,0.21115,0.187,0.177,6,Debt Consolidation,NE,Clerical,Employed,0,3,26,26,0,0.0,26493.75,10000,2013
510487,36,Current,0.22362,0.1899,0.1799,6,Debt Consolidation,GA,Teacher,Full-time,0,3,66,66,0,0.0,29050.0,4000,2011
510282,36,Current,0.124,0.1029,0.0929,8,Auto,GA,Professional,Employed,0,1,6,6,0,0.0,10800.0,2000,2011
822172,36,Current,0.2878,0.2492,0.2392,3,Other,FL,Civil Service,Employed,0,1,10,10,0,0.0,4000.0,4000,2013
883562,36,Current,0.15833,0.1299,0.1199,7,Debt Consolidation,CA,Other,Other,0,1,18,18,0,0.0,14500.0,8500,2013
511209,36,Current,0.27467,0.2399,0.2299,4,Debt Consolidation,CO,Retail Management,Full-time,0,2,65,65,0,0.0,4000.0,4000,2011
505308,36,Completed,0.06327,0.0599,0.0499,10,Debt Consolidation,IN,Professor,Employed,0,2,15,15,0,0.0,15000.0,9000,2011
507782,60,Current,0.14657,0.1329,0.1229,7,Home Improvement,WA,Other,Employed,0,1,26,26,0,0.0,20000.0,15000,2011
545160,36,Completed,0.34731,0.3073,0.2973,2,Other,IN,Other,Employed,0,2,23,23,0,0.0,9000.0,7500,2011
491642,36,Completed,0.10578,0.0849,0.0749,9,Business,IL,Professional,Employed,0,2,34,33,1,0.0,20100.0,10000,2011
789152,60,Current,0.31848,0.2916,0.2816,6,Motorcycle,CA,Administrative Assistant,Employed,0,1,9,9,0,0.0,2300.0,4000,2013
783937,36,Current,0.09837,0.0849,0.0749,9,Debt Consolidation,UT,Computer Programmer,Employed,0,2,48,48,0,0.0,27500.0,8000,2013
630437,36,Past Due (1-15 days),0.33665,0.2969,0.2869,3,Debt Consolidation,MA,Other,Employed,0,1,6,6,0,0.0,15000.0,8000,2012
536015,12,Completed,0.25295,0.1546,0.1446,5,Debt Consolidation,WA,Accountant/CPA,Full-time,0,2,34,34,0,0.0,5000.0,2000,2011
545618,60,Current,0.16487,0.1465,0.1365,9,Debt Consolidation,CT,Professional,Full-time,0,1,27,27,0,0.0,8000.0,15000,2011
1031952,36,Current,0.23898,0.2015,0.1915,3,Debt Consolidation,TN,Skilled Labor,Employed,753,2,54,47,7,0.0,4000.0,8000,2013
766305,60,Current,0.14965,0.1269,0.1169,10,Debt Consolidation,CA,Computer Programmer,Employed,0,1,26,26,0,0.0,4500.0,34999,2013
861741,36,FinalPaymentInProgress,0.13697,0.1089,0.0989,8,Home Improvement,MO,Accountant/CPA,Full-time,0,3,23,23,0,0.0,22500.0,7500,2013
543606,36,Current,0.24983,0.2121,0.2021,5,Debt Consolidation,GA,Sales - Commission,Employed,0,1,21,21,0,0.0,4500.0,13000,2011
570053,36,Current,0.22456,0.1874,0.1774,5,Home Improvement,OR,Accountant/CPA,Employed,0,2,57,55,2,0.0,5000.0,4000,2012
565828,60,Chargedoff,0.35838,0.3304,0.3204,3,Home Improvement,NC,Other,Employed,0,3,14,9,5,0.0,11000.0,4000,2012
753719,36,Current,0.25013,0.2124,0.2024,3,Debt Consolidation,MD,Other,Employed,146,1,12,8,4,0.0,4000.0,6000,2013
847716,36,Completed,0.19645,0.1599,0.1499,4,Home Improvement,KY,Retail Management,Employed,0,3,16,16,0,0.0,21000.0,2250,2013
658641,12,Chargedoff,0.25785,0.1795,0.1695,5,Wedding Loans,LA,Food Service Management,Employed,0,1,9,9,0,0.0,5000.0,8430,2012
1107074,60,Current,0.21166,0.1875,0.1775,11,Debt Consolidation,OR,Scientist,Employed,0,2,61,60,1,0.0,10000.0,4500,2014
1049633,60,Current,0.20347,0.1795,0.1695,6,Taxes,MD,Police Officer/Correction Officer,Employed,0,1,15,15,0,0.0,2949.46,15000,2013
1201070,36,Current,0.11548,0.0874,0.0774,10,Debt Consolidation,FL,Professor,Full-time,0,3,72,72,0,0.0,24500.0,15000,2014
601313,36,Current,0.21434,0.1774,0.1674,4,Other,SC,Other,Other,0,1,8,8,0,0.0,4000.0,4000,2012
660654,60,Current,0.14985,0.1271,0.1171,8,Debt Consolidation,PA,Executive,Employed,0,1,11,11,0,0.0,10000.0,17000,2012
491543,36,Completed,0.28488,0.2499,0.2399,6,Debt Consolidation,WA,Professional,Employed,0,1,9,9,0,0.0,7000.0,5500,2011
547321,60,Chargedoff,0.29495,0.2687,0.2587,4,Debt Consolidation,TX,Other,Employed,0,1,5,5,0,0.0,2500.0,7000,2011
994102,36,Current,0.12274,0.0949,0.0849,10,Other,GA,Other,Employed,0,1,6,6,0,0.0,20000.0,5000,2013
518136,36,Chargedoff,0.34621,0.3099,0.2999,2,Business,GA,Other,Full-time,12146,2,52,52,0,0.0,8500.0,5000,2011
530260,36,Completed,0.34621,0.3099,0.2999,4,Debt Consolidation,OR,Other,Employed,181,2,28,28,0,0.0,4000.0,5000,2011
